"timestamp","user_email","risk_level","risk_score","anomaly_detected","explanation","recommended_action","incident_id","id"
"{""2026-01-29 10:51:20+03""}","myilan","düşük",25,"false","Olay email kanalı üzerinden gerçekleşmiş ve kurumsal adreslere gönderim yapılmıştır. Destination alanında birden fazla alıcı olsa da, tüm alıcılar kurumsal alanlara sahip. Max_matches değeri sadece 1 olduğundan veri hacmi düşüktür. Action 'AUTHORIZED' olduğundan olayın risk seviyesi düşüktür.","Bu olayın izlenmesi gerektiği için, mail iletişimleri periyodik olarak kontrol edilmelidir ve kullanıcı etkinlikleri gözlenmelidir. Şüpheli bir durum tespit edilirse daha detaylı inceleme yapılmalıdır.",338422509,"50"
"{""2026-01-29 10:51:20+03""}","ozcelikn","düşük",20,"false","Olay ENDPOINT_PRINTING kanalı üzerinden gerçekleşmiştir. Destination alanı kurum kontrolünde bir yazıcıya işaret etmektedir ve bu durum daha düşük risk taşır. Action 'AUTHORIZED' olduğundan, kurum tarafından izin verilmiş bir işlemdir. Veri hacmi sınırlı (max_matches: 9) ve bu kanal üzerinden yapılan işlemde risk düşük olarak değerlendirilmektedir.","İzleme yapılabilir, ancak bu aşamada önemli bir aksiyon gerekmez.",338422514,"51"
"{""2026-01-29 10:51:15+03""}","yiyakup","yüksek",75,"true","Olay, 'endpoint_email' kanalı kullanılarak gerçekleşmiştir ve 'blocked' olarak işaretlenmiştir, bu da riskli bir duruma işaret eder. İki farklı kurumsal alana gönderim yapılmış, ancak ‘max_matches’ değeri düşüktür. Ancak, 'blocked' olması ve e-posta kanalının kullanılması sebebiyle risk yüksektir.","Bu olayın incelenmesi ve bu kullanıcı için daha sıkı izleme veya denetim önlemleri uygulanması önerilir.",338422726,"52"
"{""2026-01-29 10:51:10+03""}","ismakork","düşük",20,"false","Bu olayda, yazıcıya gönderilen bir doküman bulunuyor. 'Endpoint' kanalı kurum kontrolünde olduğundan ve 'destination' alanı bir yazıcı adresi olduğundan risk düşüktür. 'action' alanı 'AUTHORIZED' olduğu için izin verilen bir işlem yapılmıştır, anormal bir durum tespit edilmiyor.","Olay düşük riskli kabul edilmektedir ve şu an için ek bir eyleme gerek yoktur. Yazıcı işlemleri düzenli aralıklarla gözden geçirilmeye devam edilmelidir.",338422721,"53"
"{""2026-01-29 10:50:49+03""}","nkilinc","düşük",20,"false","Olay, kurum içi bir yazıcıya veri gönderimi içeriyor ve 'AUTHORIZED' olarak işaretlenmiş. Endpoint channel üzerinden gerçekleştiği için risk düşük kabul edilir ve veri hacmi bu durumda sınırlı bir etkiye sahiptir.","Her ne kadar bu olay düşük riskli olarak sınıflandırılmış olsa da, yazıcı ve endpoint aktiviteleri düzenli aralıklarla gözden geçirilmeli ve izlenmelidir.",338422652,"54"
"{""2026-01-29 10:50:39+03""}","bernak","düşük",30,"false","E-posta kanalı üzerinden kurumsal bir alan adına yapılan gönderimde 'AUTHORIZED' aksiyonu kullanılmıştır. Dış adresler için risk potansiyeli daha yüksektir, ancak burada kurumsal bir alan adı söz konusu olduğu için risk düşük olarak değerlendirilmiştir. Max_matches değeri de düşük olduğundan veri hacmi açısından ekstra bir riske işaret etmemektedir.","Bu olay düşük risk taşımaktadır, ancak kullanıcı davranışlarını daha iyi anlayabilmek adına izleme yapılmasında fayda vardır.",338422627,"55"
"{""2026-01-29 10:50:26+03""}","nkilinc","düşük",25,"false","Olay, `endpoint` kanalı üzerinden gerçekleşmiştir ve kurum içi bir yazıcıya gönderim yapılmıştır. Bu kanal daha düşük risklidir ve `action` alanında olay izin verilmiş olarak işaretlenmiştir. Veri hacmi (9 eşleşme) düşük düzeydedir.","Bu olayda anormal bir durum tespit edilmediği için spesifik bir aksiyon önerilmemektedir ancak kullanıcı aktiviteleri periyodik olarak izlenmeye devam edilmelidir.",338422220,"56"
"{""2026-01-29 10:50:05+03""}","fozkan","yüksek",75,"true","Olay 'BLOCKED' olarak işaretlenmiş ve bu durum riskli kabul edilmiştir. HTTPS kanalında gerçekleşen bu bloklama, nav-edge.smartscreen.microsoft.com gibi güvenilir bir hedefe yönelik olsa dahi anormal davranışa işaret edebilir. Ancak kişisel veya genel e-posta servislerine yönelik olmadığı için veri sızıntısı riski düşüktür.","Kullanıcının neden bu siteye erişiminin engellendiği araştırılmalı, gerekli ise kullanıcıyla iletişime geçilmelidir. Gelecekte benzer olayların önüne geçmek için güvenlik politikaları gözden geçirilmeli.",338422497,"57"
"{""2026-01-29 10:49:56+03""}","atesd","düşük",25,"false","Veri kanalında 'ENDPOINT_PRINTING' kullanılmış ve hedeflenen yazıcı kurum içinde. Action 'AUTHORIZED' olduğu için, işlem izin verilmiş olarak kabul ediliyor. 'max_matches' değeri düşük ve bu durumun anormal bir veri sızıntısı riski taşımadığı değerlendirilmiştir.","Bu olay düşük risk seviyesinde olduğu için, sadece kayıt altına alınması yeterlidir. Gelecek benzer olaylar izlenebilir.",338421940,"58"
"{""2026-01-29 10:49:47+03""}","aaydogdu","orta",60,"true","Olay 'quarantined' aksiyonu ile işaretlenmiş ve dış bir e-posta adresine yüksek risk taşıyan bir kanal üzerinden gönderilmiş. Maksimum eşleşme sayısı düşük olsa da, risk seviyesi kombinasyonel faktörler göz önüne alındığında yüksektir.","Kullanıcının, verilerin dış adreslere neden gönderildiğini açıklaması istenmelidir. Ayrıca, gelecekteki benzer olaylar için kullanıcı eğitimi uygulanmalıdır.",338422425,"59"
"{""2026-01-29 10:49:43+03""}","bpiskin","düşük",20,"false","Olay ENDPOINT_PRINTING kanalında gerçekleşmiş ve kurum içi bir sunucuya veri aktarımı yapılmıştır. Bu kanal kurum kontrolünde olduğu için risk seviyesi düşüktür ve veri hacmi de düşük etki yapmaktadır. 'Authorized' (izin verilmiş) bir işlem olduğu için anormallik saptanmamıştır.","Olayın rutin bir işlem olarak devam edip ettiği gözden geçirilmeli ve bu tür işlemleri izlemeye devam edin.",338422420,"60"
"{""2026-01-29 10:49:17+03""}","aydogdus","düşük",15,"false","Olay, yazıcı kanalı üzerinden gerçekleşmiş ve kurum içi bir yazıcıya gönderim yapılmıştır. Bu nedenle risk seviyesi düşüktür. Yazıcı kanalı, daha kontrollü bir alan olduğu için ve gönderim miktarı sınırlı olduğu için düşük risk algılanmaktadır.","Bu olaya özel olarak bir ek aksiyon alınmasına gerek yoktur. Ancak kullanıcı aktiviteleri genel olarak izlenmeye devam edilmelidir.",338422323,"61"
"{""2026-01-29 10:49:10+03""}","simseke","düşük",20,"false","Olayın 'ENDPOINT_PRINTING' kanalında gerçekleşmiş olması ve 'AUTHORIZED' aksiyonuyla işaretlenmiş olması, riski düşük gösteriyor. Hedef, kurumsal bir yazıcı olduğundan dışarıya sızma riski yoktur. 'max_matches' değeri düşük seviyede olduğundan olayın veri hacmi açısından riskli olmadığı değerlendirilmektedir.","İzlemeye devam edilir ancak bu aşamada ek bir aksiyon alınmasına gerek yoktur.",338422318,"62"
"{""2026-01-29 10:49:09+03""}","aydogdus","düşük",20,"false","Bu DLP olayı, kurum içindeki bir yazıcıya veri gönderilmesini içermektedir ve 'AUTHORIZED' olarak işaretlenmiştir. Endpoint kanalı kullanıldığından ve hedefin kurum kontrolünde olan bir yazıcı olduğundan risk düşük kabul edilmektedir. Veri hacmi (9 max_matches) de düşük bir risk oluşturuyor.","Bu tür olayların izlemeye devam edilmesi önerilir. Yazıcı aktiviteleri, sıklıkla kurum içi olduğu için düşük risk taşır, ancak gelecekteki anormal davranışları kaçırmamak adına periyodik incelemeler yapılmalıdır.",338422313,"63"
"{""2026-01-29 10:48:11+03""}","umutozer","orta",65,"false","Olay, kurum içi yazıcıya gönderilen bir dosyanın engellenmesiyle ilgilidir. Channel ve destination düşük riskli olsa da, action 'blocked' olduğu için orta düzeyde bir risk söz konusudur. Veri hacmi göz önüne alındığında, anormal bir durum saptanmamıştır.","Politikaların gözden geçirilmesi ve gerekliyse kullanıcıya eğitim verilmesi önerilir.",338422201,"64"
"{""2026-01-29 10:48:02+03""}","erenya","düşük",25,"false","Olay, endpoint kanalı üzerinden bir yazıcıya yapılmış yetkilendirilmiş bir yazdırma işlemidir. Kanal kurum kontrolünde olduğundan ve hedef lokasyon kurumsal bir adres olduğundan dolayı risk düşük değerlendirilmiştir. Veri hacmi de sınırlı olduğu için anomali tespiti yapılmamıştır.","Düşük risk seviyeli bu olay için şimdilik ek bir aksiyon gerektirmemektedir. Ancak, benzer olayların sık tekrarlaması durumunda kullanıcı aktiviteleri izlenmelidir.",338422016,"65"
"{""2026-01-29 10:47:37+03""}","uniyazi","düşük",20,"false","Olay ENDPOINT_PRINTING kanalında ve kurum içi bir yazıcıya gönderim yapıldığı için düşük risklidir. Veri hacmi ve 'AUTHORIZED' işlemi dikkate alındığında anomalik bir durum gözlenmemiştir.","Bu olay düşük riskli kabul edilmekle birlikte, yazıcıdan çıkan belgelerin takip edilmesi konusunda personel bilgilendirmesi yapılabilir.",338421913,"66"
"{""2026-01-29 10:47:19+03""}","yberat","yüksek",70,"true","Email kanalında tespit edilen olayda veri, kurumsal bir e-posta adresine gitmekte ancak 'quarantined' olması nedeniyle riskli kabul edilmektedir. Bu durum anormal bir kullanıcı davranışına işaret edebilir.","Karantinaya alınan e-postanın içeriği ve alıcı adresi dikkatle incelenmeli, kullanıcıyla görüşülerek olayın detayları öğrenilmelidir.",338421841,"67"
"{""2026-01-29 10:47:18+03""}","niluferh","orta",60,"true","Olay 'BLOCKED' eyleminde olduğu için, veri sızıntısı önleme kuralları ihlal edilmiş olabilir. Kanal 'ENDPOINT_PRINTING' ve veri gönderimi kurum içi bir yazıcıya yapıldığı için düşük riskli kabul edilse de, yüksek sayıda veri eşleşmesi (max_matches: 48) gözlemlenmiştir.","Nilüferh kullanıcısının bu tür faaliyetleri tekrarlayıp tekrarlamadığını izleyin ve bir anormallik olup olmadığını değerlendirin. Kullanıcının veriye erişim izni ve yazdırma ihtiyaçlarını gözden geçirin.",338421838,"68"
"{""2026-01-29 10:47:15+03""}","yalcinh","düşük",25,"false","Olay, kurumsal bir e-posta adresine gönderilen düşük hacimli veriyi içermektedir. Action 'AUTHORIZED' olduğu için kurum tarafından izin verilmiş bir işlem olup, dışarıya gönderim olmadığı için düşük risklidir.","Bu tür olayları izlemeye devam edin, ancak mevcut durumda ek bir aksiyona gerek yoktur.",338421797,"69"
"{""2026-01-29 10:47:12+03""}","kumtaso","yüksek",75,"true","Olay 'quarantined' olarak işaretlenmiş ve Email kanalı üzerinden gerçekleşmiş. Gönderi kurumsal bir alan adına yapılmış olmasına rağmen, `quarantined` action ve dış e-posta kullanımının bir arada olması risk düzeyini artırmaktadır. Ayrıca, birden fazla kişiye gönderim yapılmış olması ve veri hacminin (max_matches: 2) düşük olmasına rağmen quarantine edilmiş olması anormal bir durumu işaret etmektedir.","Bu olay detaylı bir şekilde incelenmelidir. Kullanıcının kullandığı verilerin korunması için yeniden değerlendirme yapılmalı ve kullanıcı bilgilendirilmelidir.",338421793,"70"
"{""2026-01-29 10:47:07+03""}","csinan","yüksek",70,"false","Bu DLP olayı, kullanıcı tarafından birden fazla kurumsal adrese e-posta kanalı üzerinden verilerin 'released' olarak gönderildiğini göstermektedir. 'Released' aksiyonu, kurum tarafından izin verilmiş olsa da izlenmesi gereken bir durumdur. Destination alanındaki adreslerin kurumsal olduğu ve max_matches değerinin düşük seviyede (6) olduğu göz önünde bulundurulsa da e-posta kanalı nedeniyle risk skoru yüksek olarak değerlendirilmiştir.","Kullanıcı verilerinin gönderimi konusunda inceleme yapılmalı ve gerektiğinde politikalar gözden geçirilmelidir. Kullanıcının bu tür gönderimleri sık sık gerçekleştirip gerçekleştirmediği izlenmelidir.",338422045,"71"
"{""2026-01-29 10:46:59+03""}","uniyazi","düşük",20,"false","Olay, kurum içinde bir yazıcıya yapılan baskıyı içeriyor ve 'AUTHORIZED' olarak işaretlenmiş. Veri hacmi düşük ve kanal kurum kontrolünde olduğu için risk seviyesi düşüktür.","Bu tür olaylar genellikle düşük risklidir ancak belirli bir kullanım alışkanlığı ile birlikte tekrar ederse izlenmelidir.",338422040,"72"
"{""2026-01-29 10:46:58+03""}","gfeyza","düşük",10,"false","Olay, kurum kontrolündeki bir yazıcıya yapılan veri gönderimini içermekte ve yetkilendirilmiş bir aksiyon ile sonuçlanmakta. Endpoint kanalı üzerinden gönderilen veri miktarı düşük olduğu için risk seviyesi düşük olarak değerlendirilmektedir.","Diğer kanal ve aksiyonlarda daha yüksek risk içeren aktiviteler izlenmeli ancak bu olay için özel bir aksiyon gerekmemektedir.",338422035,"73"
"{""2026-01-29 10:46:54+03""}","melikeka","düşük",25,"false","Olay, kurum içindeki bir hedefe yönlendirilmiş ve `AUTHORIZED` olarak işaretlenmiş, bu nedenle düşük riskli kabul edilir. `max_matches` değeri düşük ve endpoint kanalı kullanılmıştır.","Şu anda ekstra bir önleme gerek yoktur, olayın düzenli izlenmesi yeterlidir.",338421709,"74"
"{""2026-01-29 10:46:53+03""}","uniyazi","düşük",20,"false","Olay `{endpoint_printing}` kanalında gerçekleşmiştir ve yerel bir yazıcıya veri göndermektedir. Bu kanal düşük risklidir çünkü kurum kontrolündedir. Action alanı izin verilmiş (`authorized`) bir işlem olmasına rağmen, veri hacmi ve hedef yazıcı hakkında daha fazla bilgiye ihtiyaç olabilir. Destination yerel bir sunucudur ve verilerin dış adreslere gönderilmesi söz konusu değil. Max Matches değeri düşük riskli bir seviyede.","Olay `authorized` olarak işaretlenmiş olmasına rağmen izlenmeye devam edilmeli, yazıcıların güvenlik konfigürasyonu kontrol edilmelidir. Eğer yazıcılarda veri sızıntısı önleyici tedbirler yeterince güçlü değilse, ek güvenlik katmanları eklenmelidir. Herhangi bir anomalinin belirlenmemiş olması raporların rutin olarak gözden geçirilmesine devam edilmeli.",338421704,"75"
"{""2026-01-29 10:46:52+03""}","dataman","düşük",20,"false","DLP olayında `endpoint_printing` kanalı kullanılarak kurumsal bir yazıcıya baskı gönderimi gerçekleşmiştir. Olayın `authorized` olarak işaretlenmiş olması, yetkilendirilmiş bir eylemi gösterir. Veri hacmi düşük (9 matches), bu da riski azaltan bir etkendir.","Herhangi bir anormal davranış tespit edilmedi. Ancak, yazıcı faaliyetleri dönemsel olarak gözden geçirilmelidir.",338421699,"76"
"{""2026-01-29 10:46:20+03""}","ykarasu","yüksek",75,"true","Eylem 'quarantined' olarak işaretlenmiş olduğundan, yüksek risk taşıyan bir olay. Kanal 'EMAIL' ve alıcılar kurumsal alan adları içeriyor ancak birden fazla alıcıya gönderim yapıldığı için risk seviyesi yükseliyor. Veri hacmi düşük olsa da, eylemin 'quarantined' olması ve birden fazla kurumsal alıcıya gönderim yapılmış olması riski artırıyor.","Bu olayın detaylandırılması ve ykarasu kullanıcı profilinin daha derin bir analize tabi tutularak kullanıcı davranışlarının incelenmesi önerilir. Alıcılarla iletişim kurarak gönderilen içeriğin teyidi ve içeriğin uygunluğu kontrol edilmelidir.",338421267,"77"
"{""2026-01-29 10:45:49+03""}","hesaparastirmaservisi@kuveytturk.com.tr","yüksek",85,"true","Olayda e-posta kanalı kullanılmış ve mesaj farklı kurumsal adreslere gönderilmeye çalışılmıştır. 'Quarantined' eylemi direkt olarak riske işaret ederken, birden fazla kurumsal alan adı içermesi riski daha da artırmaktadır. Veri hacmi düşük gibi görünse de çoklu göndermeler anormallik göstergesidir.","E-posta içeriği detaylı incelenmeli ve alıcıların ihtiyaç duyması halinde bilgilendirilerek izin süreçleri gözden geçirilmeli. Kullanıcıya veri güvenliği politikaları hakkında ek eğitim verilmesi önerilir.",338421638,"78"
"{""2026-01-29 10:45:45+03""}","fguler","yüksek",70,"true","Olay, HTTPS kanalında ve Webex altyapısına yönelik `blocked` bir işlem içermektedir. İletişim platformlarına veri transferi yüksek risk taşıyabilir. Destination alanı her ne kadar kişisel e-posta servisi olmasa da, `blocked` aksiyon ve HTTPS kanalı nedeniyle risk yüksektir.","Kullanıcı ile iletişime geçilerek olayın detayları araştırılmalı ve gerekiyorsa iletişim kanallarına yönelik kısıtlamalar gözden geçirilmelidir.",338421767,"79"
"{""2026-01-29 10:45:06+03""}","fguler","yüksek",75,"true","Olayda HTTPS kanalı üzerinden Webex altyapısına erişim olduğuna dair bir kayıt var. Action alanının BLOCKED değeri, sistem tarafından riskli veya izinsiz bir erişim girişimi olduğunu gösteriyor. Her ne kadar kurum içi bir altyapıya ait bir destination olsa da, bloklanması veri sızıntısı veya izinsiz erişim girişimi riskini artırıyor.","Kullanıcının Webex altyapısında erişim hakları gözden geçirilmeli ve gerekirse daha fazla izleme yapılmalıdır. Olayın tekrar etmesi durumunda kullanıcıyla iletişime geçilip sebebi araştırılmalıdır.",338421105,"80"
"{""2026-01-29 10:44:47+03""}","anlarm","düşük",25,"false","Olay endpoint üzerinden gerçekleştirilmiş ve kurumsal bir yazıcıya yönlendirilmiş. Yetkilendirilmiş bir aksiyon olduğundan risk seviyesi düşüktür. Veri hacmi ve kanal değerlendirmesi düşük risk göstermektedir.","Olay düşük riskli olduğu için düzenli takibine gerek yoktur ancak yazıcıya yapılan diğer benzer aktivitelerin kontrolü sağlanmalıdır.",338421668,"81"
"{""2026-01-29 10:44:14+03""}","btuzel","düşük",20,"false","Olay ENDPOINT_PRINTING kanalı üzerinden gerçekleşmiştir ve kurum içi bir yazıcı adresi hedeflenmiştir, bu nedenle düşük riskli şüpheli bir durum söz konusu değildir.","Bu olayda anormal bir durum tespit edilmemiştir ancak genel DLP politikaları doğrultusunda izlenmeye devam edilmelidir.",338421240,"82"
"{""2026-01-29 10:43:53+03""}","btuzel","düşük",25,"false","Olay, kurum içi bir yazıcının kullanımıyla ilgilidir ve action alanı 'AUTHORIZED' olarak belirtilmiştir. 'ENDPOINT_PRINTING' kanalında gerçekleştiği için risk düşüktür ve veri sızıntısı olasılığı azdır. Destination alanı kurum ağına ait olduğundan dolayı dışarıya veri çıkışı yoktur.","Bu olayın düzenli olarak izlenmesi ve gerektiğinde kontrol edilmesi önerilir. Şu anda anormal bir durum bulunmamakta ve herhangi bir alarm gerektirmemektedir.",338421608,"83"
"{""2026-01-29 10:43:47+03""}","ismakork","düşük",20,"false","Olay, kurum içinde bir yazıcının kullanımıyla ilgilidir. 'endpoint' kanalında gerçekleştiği için düşük risklidir. 'authorized' aksiyon olduğundan işlemin izinli olduğu anlaşılmaktadır. Veri sızıntısı belirtisi yoktur.","Bu olay düşük riskli olarak değerlendirilmiştir. Düzenli izleme yeterli olacaktır.",338421555,"84"
"{""2026-01-29 10:43:47+03""}","dala","düşük",25,"false","Olay, kurum içi yazıcıya yapılan bir yazdırma işlemini içermektedir. 'AUTHORIZED' olarak işaretlendiği için izin verilmiştir. Endpoint kanalı kullanılmış olup, risk seviyesi düşüktür.","Kullanıcı davranışı normal sınırlar içerisindedir. Ancak, 'endpoint' kanalı üzerinden yapılan işlemler düzenli olarak izlenmelidir.",338421560,"85"
"{""2026-01-29 10:43:33+03""}","uozen","düşük",20,"false","Olay 'endpoint' kanalı kullanılarak gerçekleşmiş ve yazıcıya yönlendirilmiş. Yazıcı 'kurum içi' bir kaynak olduğundan ve 'action' yetkilendirilmiş olarak belirtildiğinden, risk düşük olarak değerlendirilmektedir.","Olayın izlenmesi yeterli görülmektedir, ancak gelecekte benzer olayların sıklığını incelemek kurum içi veri kaybı önleme politikalarının etkinliğini arttırabilir.",338421075,"86"
"{""2026-01-29 10:43:23+03""}","aabus","yüksek",70,"true","Olayda veri transferi `blocked` olduğu için risk seviyesi yüksektir. Kanal HTTPS olmasına rağmen, bu olayda veri gönderimi engellenmiş ve kurumsal bir alan adına yönlendirilmiştir. Yine de blocked olan bir olay risk teşkil etmektedir.","Bu olayın neden engellendiğini belirlemek için daha fazla araştırma yapın ve kullanıcıyla iletişime geçin. Olay tekrarlanırsa kullanıcı faaliyetlerini izleyin.",338420307,"87"
